NTN,NAME,S.T.Reg. No,Address,Customer_Receipt_NO,Customer_NTN,Customer_NAME,Customer_S.T.Reg. No,Customer_Phone Number,Customer_Address,Business Name,Product 1,Product 2,Product 3,Product 4,Date,Quantity_Product_1,Quantity_Product_2,Quantity_Product_3,Quantity_Product_4,Rate_Product_1,Rate_Product_2,Rate_Product_3,Rate_Product_4,Tax_Product_1,Tax_Product_2,Tax_Product_3,Tax_Product_4,Product_1_Price_with_Tax,Product_2_Price_with_Tax,Product_3_Price_with_Tax,Product_4_Price_with_Tax,Amount Excluding Taxes_Product_1,Sales Tax @ 18%_Product_1,Amount Including Taxes_Product_1,Amount Excluding Taxes_Product_2,Sales Tax @ 18%_Product_2,Amount Including Taxes_Product_2,Amount Excluding Taxes_Product_3,Sales Tax @ 18%_Product_3,Amount Including Taxes_Product_3,Amount Excluding Taxes_Product_4,Sales Tax @ 18%_Product_4,Amount Including Taxes_Product_4,Total Amount Excluding Taxes,Total Sales Tax @ 18%,Total Amount Including Taxes
3.72017E+12,AQEEL HUSSAIN,10077-77-8761-10459-23,Apartments 4 Block 14 P. H. A. Gulistan-E-Johar,1172867,0700948-8,MUHAMMAD USMAN HAIDER,1663-77-8761-413-23,"03330239101  ,   03328359279",Ground Floor K. J. Arcade 138 17th East Street.,AL MADNI ICE FACTORY,Glacier Blend,Frost Whisper,Ice Sculpture Kits,Chill Coasters,02-03-2022,52,47,84,24,51,27,85,26,0.126294405,0.062742539,0.185142441,0.06586322,57,29,101,28,2652,477.36,3129.36,1269,228.42,1497.42,7140,1285.2,8425.2,624,112.32,736.32,11685,2103.3,13788.3
4.22013E+12,MUHAMMAD AMJAD,10077-77-8761-413-10069,B-108 Block 13-D-1 Darul Fareed Gulshan-E-Iqbal,1000188,0700949-6,AMIR LATIF,1664-77-8761-413-23,"03330311277  ,   03156711136",First Floor Shaheen Tower 23-A Shahrah-E-Faisal,AL MADNI LIGHT DECORATION,Lumisphere Luxe,Neon Glamscape,SoftIllum Hue,Radiant Shine Kit,11-02-2018,13,65,76,84,67,85,47,86,0.125237579,0.063577769,0.147108191,0.081152344,75,90,54,93,871,156.78,1027.78,5525,994.5,6519.5,3572,642.96,4214.96,7224,1300.32,8524.32,17192,3094.56,20286.56
4.23011E+12,ANOSHA HARIS,10077-77-8761-413-10069,Branch Plot 309-C & 310-C P. E. C. H. S Karachi,1018015,0700977-1,MUHAMMAD ARSLAN,1665-77-8761-413-23,"03330311277  ,   03156711136",11-1/F Mandviwala Chambers Talpur Road Karachi.,AL MADNI MARBEL AND TILES,Marble Bloom,Tile Transform,Marble Shapers,Tile Tapestry,14-05-2021,62,92,99,82,46,45,12,34,0.18266231,0.066276994,0.094815275,0.168600014,54,48,13,40,2852,513.36,3365.36,4140,745.2,4885.2,1188,213.84,1401.84,2788,501.84,3289.84,10968,1974.24,12942.24
4.2202E+12,KAMRAN AHMED BATLA,10077-77-8761-413-10069,C-203 Block-3 Al Amna Avenue 7 D-1 Town Karachi,1100186,0700978-0,ASMAT ULLAH,1666-77-8761-413-23,0333-3991121,Level-3 44-C 11 Jami Commercial Street. Karachi,"AL MADNI MOTORS ,RANA BROTHERS",Tune-Up Sparkles,DriveZen Revive,MotorMint Maintenance,Al Madni NitroBoost,12-03-2018,20,57,90,89,12,25,79,72,0.191928469,0.134650476,0.074696341,0.075195948,14,28,85,77,240,43.2,283.2,1425,256.5,1681.5,7110,1279.8,8389.8,6408,1153.44,7561.44,15183,2732.94,17915.94
4.22011E+12,SHAHLA ASHFAQ,10077-77-8761-413-23,C-60 Behind Continental Bakery Gulistan-E-Johar,1137628,0700991-7,Umair Khan,1667-77-8761-413-23,0333-4300000,Punjab Board Of Technical Education Street 21a.,AL MADNI OIL MILLS,Sunnyside Blends,Refined Essences,BioBoost Fuel,Olive Harvest Oil,03-09-2019,97,35,16,52,24,55,87,67,0.195759447,0.106769219,0.14089045,0.05941322,29,61,99,71,2328,419.04,2747.04,1925,346.5,2271.5,1392,250.56,1642.56,3484,627.12,4111.12,9129,1643.22,10772.22
4.23011E+12,ABBAS HASSAN ALI,10077-77-8761-413-23,Chaudhry Amir Waseem H 3 Officers Colony Sch. 2,1140774,0701154-7,AMIR ATTA ULLAH,1668-77-8761-413-23,"03335457413  ,   058-27444144",H A-89 Jahangir Road Baloch Pura New Town Sindh,AL MADNI PAN SHOP,Whiskey Whisper,Silk Serenade,Velvet Veil,Thread Tranquil,29-03-2023,75,47,10,6,94,32,33,86,0.094562519,0.093620914,0.060742907,0.107658416,103,35,35,95,7050,1269,8319,1504,270.72,1774.72,330,59.4,389.4,516,92.88,608.88,9400,1692,11092
4.23011E+12,SYED HAYATULLAH,10077-77-8761-413-23,Corporate Office Aadil Hospital Defence Society,1010513,0701160-1,ABDUL SATTAR TAHIR,1669-77-8761-413-23,0333-5525323,Nawaz Plaza Balalmbat Chowk Near National Bank.,AL MADNI SCREEN PRINT,PixelMaster Pro,ScreenSync Graphics,PrintPivot Designs,ClearVision Plates,25-01-2021,17,46,27,1,68,29,72,48,0.1008829,0.157850033,0.102842011,0.107252928,75,34,79,53,1156,208.08,1364.08,1334,240.12,1574.12,1944,349.92,2293.92,48,8.64,56.64,4482,806.76,5288.76
4.22016E+12,RAJA FARHAN ABDULLAH,10077-77-8761-413-23,Dai-Aawaz Office 3rd Floor 56-G Beverly Center.,916949,0701166-7,MUHAMMAD ZUBAIR,1670-77-8761-413-23,0333-6923612,C-60 Behind Continental Bakery Gulistan-E-Johar,AL MADNI SEED STORE,Seed Sprout Hub,Bloom Co. Seeds,Green Threads Market,Root & Bloom Supply,10-05-2018,14,15,90,74,77,61,13,74,0.197568156,0.184851601,0.191812741,0.080225248,92,72,15,80,1078,194.04,1272.04,915,164.7,1079.7,1170,210.6,1380.6,5476,985.68,6461.68,8639,1555.02,10194.02
3.6602E+12,AMINA YOUNAS,1007-77-8761-1389-23,Deputy Director Accreditation & Attestation Hec,1071721,0701669-7,MUHAMMAD AHMAD,1671-77-8761-413-23,0333-6923612,Nawaz Plaza Ba Almbat Chowk Near National Bank.,AL MADNI SUPER STORE,Swift Deals Hub,Golden Offers Network,Rapid Deal Pantry,Speedy Coupon Vault,07-06-2022,56,91,68,97,12,73,79,53,0.074553766,0.053014053,0.157305781,0.120500303,13,77,91,59,672,120.96,792.96,6643,1195.74,7838.74,5372,966.96,6338.96,5141,925.38,6066.38,17828,3209.04,21037.04
3.64015E+12,SADIA NASEEM,1007-77-8761-1389-23,Dress : House A-950 Phase 2 Gulshan-E-Hadeed Ct,1048887,0701670-7,FATIMA TU ZAHRA,1672-77-8761-413-23,"0333-7234135  ,   0333-7234135",212 New Near Opposite New G Town Police Station,AL MADNI TRADERS,Silk Thread Supply,Handloom Embroidery Kits,Craft Threads Bundle,Vintage Textile Patches,29-10-2023,78,84,62,76,47,38,31,60,0.06663227,0.089716171,0.119706193,0.067759873,50,41,35,64,3666,659.88,4325.88,3192,574.56,3766.56,1922,345.96,2267.96,4560,820.8,5380.8,13340,2401.2,15741.2
3.65028E+12,ZAHID IQBAL,1007-77-8761-1389-23,Ffbl Tower C1/C2 Jinnah Boulevard Ii Pakistan :,995653,0702446-7,AWAIS ASLAM,1673-77-8761-413-23,0333-7586202,Apartments 4 Block 14 P. H. A. Gulistan-E-Johar,"AL MADNI TRADERS,Bilal Enterprises,Bilal Enterprises",TradeCraft Solutions,BilalBits Tech,TradersEdge Insight,SwiftBid Pro,10-07-2018,71,50,79,52,77,58,44,48,0.130111125,0.052406838,0.163024658,0.191821124,87,61,51,57,5467,984.06,6451.06,2900,522,3422,3476,625.68,4101.68,2496,449.28,2945.28,14339,2581.02,16920.02
3.72034E+12,MUHAMMAD AKMAL FAROOQ,1007-77-8761-1389-23,First Floor Shaheen Tower 23-A Shahrah-E-Faisal,1062685,0702447-9,ABDUL WAHEED,1674-77-8761-413-23,0333-8121422,Deputy Director Accreditation & Attestation Hec,AL MADNI TYPETS WORKS,TextWave Solutions,TypoFix Pro,ScriptShift Designs,PrintPrecision Cuts,03-10-2018,21,91,20,10,17,11,29,67,0.150247159,0.133736017,0.069936102,0.184411208,20,12,31,79,357,64.26,421.26,1001,180.18,1181.18,580,104.4,684.4,670,120.6,790.6,2608,469.44,3077.44
3.65021E+12,QAMAR ABBAS,1007-77-8761-413-23,General Manager Avari Tower 87 Shahrah-E-E-Azam,1090772,0702448-7,Muhammad Adeel Tariq,1675-77-8761-413-23,0333-8486080,Provincial Quality Control Board R-Ii/492 Punja,AL MADNI ZARGAR,SmartBind Papers,VaultGuard Documents,ZRG Edit Essentials,AlModi Staples,23-06-2019,1,66,99,58,16,38,79,21,0.083663255,0.070878353,0.085540464,0.055932805,17,41,86,22,16,2.88,18.88,2508,451.44,2959.44,7821,1407.78,9228.78,1218,219.24,1437.24,11563,2081.34,13644.34
4.21019E+12,IMRAN,1007-77-8761-413-23,Ghosia Mohallah Ward 11 Upper Place Muzaffarbad,1173797,0702492-4,MUHAMMAD HARIS MUFTI,1676-77-8761-413-23,0333-9134807,L-151 Ground Floor Sehba Akhter Road Block 13-G,AL MAEDA FINE FLOUR MILLS,Whisper Wheat,Golden Crumb,Essence Flour Blend,Culinary Craft,28-09-2022,4,91,49,33,18,52,100,27,0.129631227,0.15124793,0.086082012,0.148823908,20,60,109,31,72,12.96,84.96,4732,851.76,5583.76,4900,882,5782,891,160.38,1051.38,10595,1907.1,12502.1
4.23011E+12,FIRDOUS DAMANI,1007-77-8761-413-23,Ground Floor K. J. Arcade 138 17th East Street.,1175300,0702494-7,ABD UL BASIT MUFTI,1677-77-8761-413-23,0333-9962164,Security G-Security House 18 Survey A/37/335 04,AL MAGHFRAT ENTERPRISES,SmartSync Hub,VaultPro Security,CodeGuard Protector,PixelPrime Designer,30-12-2019,1,79,13,91,38,80,50,37,0.175878121,0.101879358,0.076412667,0.064575125,45,88,54,39,38,6.84,44.84,6320,1137.6,7457.6,650,117,767,3367,606.06,3973.06,10375,1867.5,12242.5
3.65024E+12,MUHAMMAD BILAL FAREED,1007-77-8761-413-23,Gulbahar Bran Shop 1 & 2 Plot C-9 Rizvia Co 1st,855446,0702496-7,HASNAIN HAMEED,1678-77-8761-413-23,0334 5901325,4th Floor Plot 37-C Bukhari Commercial-Lane 8th,AL MAHAD ESTATE BUILDERS,Crest Builders,Harmony Homes,Serenity Spaces,Elegant Heights,01-01-2018,18,99,77,3,52,69,31,99,0.152471823,0.172254384,0.16378364,0.186526524,60,81,36,117,936,168.48,1104.48,6831,1229.58,8060.58,2387,429.66,2816.66,297,53.46,350.46,10451,1881.18,12332.18
4.22011E+12,NASREEN BIBI,1007-77-8761-413-999,H 3 E Street Number 2 Farroqabad Hatta Chowk Ba,1032209,0702510-6,MUHAMMAD AWAIS SAEED,1679-77-8761-413-23,0334-3434864,Habib Chamber Near Civic Center Gulshan-E-Lqbal,AL MAHBOOB ART,Canvas & Canvas,Frame Mastery,Sketch Slate,Artistic Essentials,08-09-2021,20,82,29,24,99,50,93,67,0.128094955,0.176096024,0.117258473,0.18648741,112,59,104,79,1980,356.4,2336.4,4100,738,4838,2697,485.46,3182.46,1608,289.44,1897.44,10385,1869.3,12254.3
4.22012E+12,ALTAF HUSSAIN,1007-77-8761-413-999,H A-89 Jahangir Road Baloch Pura New Town Sindh,1164726,0702514-9,FIDA MUHAMMAD,1680-77-8761-413-23,"0334-4437992  ,   0331-3683849",4th Floor Ada Mjee House I. I. Chundrigar Road.,AL MAHBOOB BROKER AND COMMISSION AGENT,TradeLink Hub,CommBridge Solutions,BrokerEase Pro,CommissionPrime Elite,27-04-2021,99,96,26,57,34,64,15,55,0.062218182,0.105278444,0.144635874,0.143741782,36,71,17,63,3366,605.88,3971.88,6144,1105.92,7249.92,390,70.2,460.2,3135,564.3,3699.3,13035,2346.3,15381.3
4.22017E+12,SYED ABDUL SAMAD,1007-77-8761-413-999,Habib Chamber Near Civic Center Gulshan-E-Lqbal,971778,0702518-1,AWAIS ARSHAD,1681-77-8761-413-23,0334-7055315,Plot 284 Sector-27 Korangi Industrial Area Strn,AL MAHBOOB ELECTRIC STORE,Pulse Wirez,Bolt & Spark,Circuit Creations,Wire Whiz Pro,16-01-2018,63,21,77,65,77,74,40,98,0.14495213,0.097439944,0.131432272,0.138684101,88,81,45,112,4851,873.18,5724.18,1554,279.72,1833.72,3080,554.4,3634.4,6370,1146.6,7516.6,15855,2853.9,18708.9
4.23013E+12,MUHAMMAD ANIS KHAN,1007-77-9737-413-23,Hdip Cng Station Office Sarib Road Bank Colony.,1020992,0704016-4,ABDUL WAHAB,1682-77-8761-413-23,0334-9664399,C-203 Block-3 Al Amna Avenue 7 D-1 Town Karachi,AL MAHBOOB MEDICAL STORE,HealthCraft Kit,VitalSolutions Bundle,MediBloom Patches,WellnessNest Supplies,12-06-2019,56,31,79,100,19,55,75,32,0.132123345,0.168869541,0.131493772,0.163837434,22,64,85,37,1064,191.52,1255.52,1705,306.9,2011.9,5925,1066.5,6991.5,3200,576,3776,11894,2140.92,14034.92
4.22011E+12,AZHAR HUSSAIN,1007-77-9737-413-23,Head Office : Plot 13/B College Road F-7 Markaz,1176975,0704019-9,HAFIZ MUHAMMAD AMJAD,1683-77-8761-413-23,0336-2131803,R-51 Near Kda Flat Place View Gulistan-E-Jauhar,Al Mahboob Traders,Silk Stitch Creations,Heritage Binders,Gold & Silver Envelopes,Custom Paper Artisans,02-03-2018,39,80,97,66,25,26,62,55,0.129223785,0.166991294,0.086423087,0.060324377,28,30,67,58,975,175.5,1150.5,2080,374.4,2454.4,6014,1082.52,7096.52,3630,653.4,4283.4,12699,2285.82,14984.82
4.22018E+12,RAFI ULLAH,1007-77-9737-413-23,House 104 Staff College Road Near Bolan Complex,1092703,0704028-8,WASIM SARWER,1684-77-8761-413-23,0340-3629604,House 104 Staff College Road Near Bolan Complex,AL MAHBOOBIA CARGO SERVICES,SeaRoute Express,CargoWave Logistics,SwiftShip Solutions,OceanBridge Delivery,04-04-2019,38,46,39,9,69,73,79,100,0.059320741,0.109413779,0.171664851,0.180959836,73,81,93,118,2622,471.96,3093.96,3358,604.44,3962.44,3081,554.58,3635.58,900,162,1062,9961,1792.98,11753.98
4.22013E+12,SABA SHAHRUKH,1007-77-9737-413-23,House 14 Khawaja Street Near Zaheer Ice Factory,1022492,0704030-0,MUHAMMAD ASHFAQ,1685-77-8761-413-23,"0342-1738514  ,   0342-1738514",Mohammad Hassan B-168 Block 4a Gulistan-E-Iqbal,AL MAHDI TRAVELS COMPANY,JetSync Journeys,SpiceRoute Adventures,AlchemyTrip Tales,HorizonHop Dispatches,04-03-2019,65,92,68,3,64,19,64,68,0.183245822,0.110960869,0.13252225,0.094107954,76,21,72,74,4160,748.8,4908.8,1748,314.64,2062.64,4352,783.36,5135.36,204,36.72,240.72,10464,1883.52,12347.52
4.22018E+12,AHSAN BIN HAROON,100-77-8761-413-23,House 196 Model City Gopang Wala Road D. G Khan,1174849,0704045-8,KHAWAJA ABDUL WADOOD,1686-77-8761-413-23,0342-6298096,B-108 Block 13-D-1 Darul Fareed Gulshan-E-Iqbal,AL MAHER MEDICAL STORE,VitalVital Rx,MedSync Hub,HealthHaven Kits,SwiftMed Solutions,28-05-2018,70,49,48,100,93,45,49,96,0.197067104,0.149850142,0.131296545,0.196862712,111,52,55,115,6510,1171.8,7681.8,2205,396.9,2601.9,2352,423.36,2775.36,9600,1728,11328,20667,3720.06,24387.06
4.22019E+12,SHARIQ MUNAF,100-77-8761-413-23,House 2 Street Number 05 New Mangrai Model Town,1122390,0704050-4,SHEIKH ALLAH WARIS AHMAD ZEESHAN,1687-77-8761-413-23,0343-2163392,Dress : House A-950 Phase 2 Gulshan-E-Hadeed Ct,"AL MAHID AIR TRAVELS,Almahid Air Travels,TRAVEL SAUDIA",SkyBound Express,Sahara Wings,Desert Sky Journeys,Al Mahid Horizon,22-02-2019,10,23,24,1,98,90,87,27,0.159770952,0.108190219,0.099423849,0.164219186,114,100,96,31,980,176.4,1156.4,2070,372.6,2442.6,2088,375.84,2463.84,27,4.86,31.86,5165,929.7,6094.7
4.22018E+12,WASEEM UDDIN,100-77-8761-413-23,House 6 Street Number 3 Crown Park Baghban Pura,842603,0704051-2,YASIR ANWAR,1688-77-8761-413-23,0344-1919964,Jahangir Meerath Kabal House. Shop 106 & 8 Kchs,AL MAHID TRAVEL TOURS,Journey Essentials,TrekTravel Kits,Adventure Passport,Navigate Nests,01-06-2023,87,94,13,26,98,95,44,40,0.083938946,0.052262371,0.086705919,0.061422723,106,100,48,42,8526,1534.68,10060.68,8930,1607.4,10537.4,572,102.96,674.96,1040,187.2,1227.2,19068,3432.24,22500.24
4.23014E+12,SYED ASHFAQ RAZA,100-77-8761-413-23,Jahangir Meerath Kabal House. Shop 106 & 8 Kchs,1073130,0704059-8,ANWAR AHMAD,1689-77-8761-413-23,"0345-5656754  ,   0320-1212644",Pakistan Marine Academy Hawks Bay Road Mauripur,AL MAHMOOD Air Conditioning Services,CoolComfort Zone,ClimateGuard Pro,BreezeTech Innovations,TempTune Solutions,03-09-2023,80,24,52,69,44,70,77,79,0.072243762,0.064291413,0.090244341,0.175418133,47,75,84,93,3520,633.6,4153.6,1680,302.4,1982.4,4004,720.72,4724.72,5451,981.18,6432.18,14655,2637.9,17292.9
4.22019E+12,MUHAMMAD HASHIM,100-77-8761-413-92,Junior Section Plot Street-20 Khayaban-E-Saadi.,1063340,0704060-1,HARIS BIN YOUSAF,1690-77-8761-413-23,"0345-5656754  ,   0320-1212644",Prop. Mohammad Ovais A-10 City Cottages Block-4,AL MAHMOOD MECHANICAL COMPLEX,Gear Whisper,Precision Forge,AutoCore Hub,Mechanical Pulse,04-11-2020,62,93,82,42,92,54,91,49,0.150693355,0.176684632,0.184953515,0.173154223,106,64,108,57,5704,1026.72,6730.72,5022,903.96,5925.96,7462,1343.16,8805.16,2058,370.44,2428.44,20246,3644.28,23890.28
4.22016E+12,WAQAS HAIDER,100-77-8761-413-92,K. P. T Plot 4 Ul Godown West Wharf Road. Sindh,1110463,0704074-1,MIAN MUHAMMAD AYUB,1691-77-8761-413-23,"0345-5656754  ,   0320-1212644",Address : S. M. Traders 908-914 Business Centre,Al Mahmood Motors,GearHaven,TurboBoost Motors,SpeedVibes Wheels,EngineEase Servicing,26-12-2020,24,51,66,38,69,42,96,51,0.116889206,0.098748355,0.097361072,0.090976897,77,46,105,56,1656,298.08,1954.08,2142,385.56,2527.56,6336,1140.48,7476.48,1938,348.84,2286.84,12072,2172.96,14244.96
4.22019E+12,SAIMA WAQAS,100-77-8761-413-92,Kamra Saleem Abbasi. Combined Military Hospital,1086405,0704097-7,MUHAMMAD YOUNIS,1692-77-8761-413-23,"0345-5656754  ,   0320-1212644",Head Office : Plot 13/B College Road F-7 Markaz,AL Mahria Commission Agent,Swift Transfers,Secure Docs Hub,Commission Streamlined,TradeTek Agents,20-10-2020,51,93,7,61,57,94,17,80,0.115209421,0.179088014,0.103230695,0.094867725,64,111,19,88,2907,523.26,3430.26,8742,1573.56,10315.56,119,21.42,140.42,4880,878.4,5758.4,16648,2996.64,19644.64
4.23012E+12,TARIQ FEROZE SHEIKH,100-77-8761-482-23,L-151 Ground Floor Sehba Akhter Road Block 13-G,1099361,0704101-2,AHMED ZIA,1693-77-8761-413-23,"0345-5656754  ,   0320-1212644",House 196 Model City Gopang Wala Road D. G Khan,"AL MAHSOOM CLOTH HOUSE,CHAND MACHING CENTER",Velvet Threads,Sparkle Threads,Embroidery Hub,Fabric Fusion,18-11-2020,46,21,34,20,13,39,54,30,0.130788701,0.199002573,0.169500076,0.102326071,15,47,63,33,598,107.64,705.64,819,147.42,966.42,1836,330.48,2166.48,600,108,708,3853,693.54,4546.54
4.22011E+12,ASHFAQ AHMED,100-77-8761-482-23,Level-3 44-C 11 Jami Commercial Street. Karachi,1111636,0704106-3,RANA SHAHID SALEEM KHAN,1694-77-8761-413-23,0345-7222740,Corporate Office Aadil Hospital Defence Society,AL MAIDA DYES CHEMICALS,AzureThread,ChromaShift,SpectraMix,InkForge,06-07-2022,32,73,43,16,25,85,73,64,0.13322523,0.134047528,0.118901779,0.167977834,28,96,82,75,800,144,944,6205,1116.9,7321.9,3139,565.02,3704.02,1024,184.32,1208.32,11168,2010.24,13178.24
4.22015E+12,JEHANZAIB ASHFAQ AZMI,100-77-8761-482-23,Luqman Nasir | Gm Shelton House Ho 71 Road. T :,1021959,0704107-1,KHALIDA PARVEEN,1695-77-8761-413-23,0345-8000520,Mohammad Nadeem Sadiq Road. Street Number 2 Mor,"AL MAIDA FRIED CHICKEN,FINE ELECTRONICS,FINE ELECTRONICS",Golden Fry Tech,Pixel Perfection,Circuit Sparkle,Byte & Bite,08-08-2022,85,67,10,6,79,62,18,41,0.125955642,0.164904457,0.068488045,0.10668424,89,72,19,45,6715,1208.7,7923.7,4154,747.72,4901.72,180,32.4,212.4,246,44.28,290.28,11295,2033.1,13328.1
4.22015E+12,ASAD ASHFAQ AZMI,100-77-8761-482-23,Marketing Manager Huwaii 9th Floor City Tower 2,1107670,0704113-6,TALLAL ASHRAF,1696-77-8761-413-23,0345-8530171,Chaudhry Amir Waseem H 3 Officers Colony Sch. 2,"AL MAIDA FRIED CHICKEN,M/S MIAN ELECTRONICS",Crunchy Claws,Tandoori Delights,Fried Flavors,Chicken Circuitry,25-07-2019,94,73,50,20,38,74,65,70,0.087194801,0.187066332,0.08749257,0.0646391,41,88,71,75,3572,642.96,4214.96,5402,972.36,6374.36,3250,585,3835,1400,252,1652,13624,2452.32,16076.32
4.22017E+12,OMAR ASHFAQ AZMI,100-77-8830-413-23,Millat General Store Bana Bazar Alipur District,1038191,0704114-4,AHMAD RAZA,1697-77-8761-413-23,"0346275510  ,   650404",Syed Mazhar Abbas Ziadi H C-739 Hala Rukh Cantt,"AL MAIDA FRIED CHIKEN,HIMALAYA ELECTRONICS,HIMALAYA ELECTRONICS",Golden Bite Fries,Tech Spark Deals,Himalayan Hub Deals,Circuit Creations,27-02-2018,16,55,10,19,14,64,20,53,0.069700466,0.071426955,0.178318126,0.181583831,15,69,24,63,224,40.32,264.32,3520,633.6,4153.6,200,36,236,1007,181.26,1188.26,4951,891.18,5842.18
4.22019E+12,MALIK MOHSIN HAYAT MAJOKA,100-77-8830-413-23,Mohammad Hassan B-168 Block 4a Gulistan-E-Iqbal,1074182,0704115-2,MUHAMMAD SHERAZ FSD,1698-77-8761-413-23,"0346-8484482- 0334-9665745  ,   05815-452648",Millat General Store Bana Bazar Alipur District,Al Maida Group Of Industries,AlMaida Prints,SwiftBind Solutions,Elegant Copies Plus,Fusion Label Pro,09-09-2019,8,28,18,15,68,98,24,92,0.181131061,0.113973334,0.173756504,0.112627176,80,109,28,102,544,97.92,641.92,2744,493.92,3237.92,432,77.76,509.76,1380,248.4,1628.4,5100,918,6018
4.22017E+12,AMAAN AHMED,100-77-8830-413-23,Mohammad Nadeem Sadiq Road. Street Number 2 Mor,1191689,0704117-9,MUHAMMAD MUDASSAR,1699-77-8761-413-23,"0346-8484482-0334-9665745  ,   05815-452648",2nd Floor Savoy Arcade Plot 25 F-11 Markaz Tele,AL MAIRAJ COMPANY,SkyView Displays,Alchemy Storage Boxes,Fusion Insights Solutions,Alchemaster Analytics,18-02-2019,46,43,36,94,70,25,60,11,0.181905203,0.14889518,0.072647624,0.059938852,83,29,64,12,3220,579.6,3799.6,1075,193.5,1268.5,2160,388.8,2548.8,1034,186.12,1220.12,7489,1348.02,8837.02
4.23013E+12,ALI ASGHAR,100-77-8830-413-23,Nawaz Plaza Ba Almbat Chowk Near National Bank.,1087432,0704118-7,ABDUL QAYYUM,1700-77-8761-413-23,0347-3273070,Private) Limited Industrial Triangle Plot 22-23,AL MAIRAJ ENTERPRISES,Swift DataSync,Swift Networks,Digital Bridge,Secure Connect Hub,17-03-2021,76,83,67,39,44,72,46,32,0.116338005,0.147753192,0.083374117,0.075611233,49,83,50,34,3344,601.92,3945.92,5976,1075.68,7051.68,3082,554.76,3636.76,1248,224.64,1472.64,13650,2457,16107
4.22013E+12,MUHAMMAD TAUSEEF,10078-10124-8761-413-23,Nawaz Plaza Balalmbat Chowk Near National Bank.,1018671,0704123-3,AMIR SHAHZAD,1701-77-8761-413-23,"03493300239  ,   03458248272",Ffbl Tower C1/C2 Jinnah Boulevard Ii Pakistan :,AL MAIRAJ REAL ESTATE,SkyView Estates,TerraFusion Homes,Horizon Properties,Crown Estates Hub,17-11-2022,2,66,5,43,33,10,88,80,0.178156143,0.13969874,0.148613894,0.171809417,39,11,101,94,66,11.88,77.88,660,118.8,778.8,440,79.2,519.2,3440,619.2,4059.2,4606,829.08,5435.08
4.23011E+12,AYSHA ADNAN,10078-10124-8761-413-23,Nazim Uddin Road C/O Parco House 2-B Sector F-8,955796,0704127-6,SHAHJAHAN AWAN,1702-77-8761-413-23,"0486 -3007737  ,   0486-310965",Registration Directorate 34-E Umer Sharif Plaza,AL MAIRAJ SCHOOL SYSTEM,EduSync Hub,ScholarConnect,FutureLearn Hub,KnowledgeBridge Hub,14-08-2019,6,48,42,2,81,39,16,26,0.056497699,0.115463568,0.160519324,0.17119228,86,44,19,30,486,87.48,573.48,1872,336.96,2208.96,672,120.96,792.96,52,9.36,61.36,3082,554.76,3636.76
4.23011E+12,ASIF MEHMOOD,10078-10124-8761-413-23,Pakistan Marine Academy Hawks Bay Road Mauripur,1066411,0704131-4,ALI IRFAN,1703-77-8761-413-23,048-6311220,House 14 Khawaja Street Near Zaheer Ice Factory,"AL MAJEED CLINIC,GENOXY THERAPUTICS",GenoNectar Therapy,QuantumHeal Restore,BloomGenesis Wellness,ElixirGenesis Care,08-10-2022,8,45,19,6,78,94,49,84,0.088599751,0.167802349,0.097575247,0.168825257,85,110,54,98,624,112.32,736.32,4230,761.4,4991.4,931,167.58,1098.58,504,90.72,594.72,6289,1132.02,7421.02
4.22015E+12,SYED MUHAMMAD ZEESHAN,10078-10124-8761-413-23,Plot 284 Sector-27 Korangi Industrial Area Strn,1075259,0704132-2,MUHAMMAD ADNAN ZAFAR,1704-77-8761-413-23,"0486-6007737  ,   0486-310965",H 3 E Street Number 2 Farroqabad Hatta Chowk Ba,AL MAJEED JEWELLERS,Sparkle Casket,Jewel Emblem,Timeless Tapestry,Gems Garden,19-07-2023,54,37,72,36,23,99,48,94,0.134516185,0.069405959,0.090922978,0.123280446,26,106,52,106,1242,223.56,1465.56,3663,659.34,4322.34,3456,622.08,4078.08,3384,609.12,3993.12,11745,2114.1,13859.1
3.65021E+12,ALI MOAS YONIS,10078-77-18808-413-23,Private) Limited Industrial Triangle Plot 22-23,1105995,0704135-7,MUHAMMAD AMIR ZAFAR,1705-77-8761-413-23,049-34540068-70,House 6 Street Number 3 Crown Park Baghban Pura,"AL MAJEED LASER EYE CLINIC,AWAIS ENTERPRISES,HEAVEN GOLD TRADERS",EyeGuard Shine,Crystal Focus Solutions,Precision Vision Treats,Golden Lens Care,15-04-2020,61,40,38,3,78,87,19,74,0.180779102,0.149381301,0.17579152,0.074335474,92,100,22,80,4758,856.44,5614.44,3480,626.4,4106.4,722,129.96,851.96,222,39.96,261.96,9182,1652.76,10834.76
